Experiment,Bubble,Selection,Insertion,Shell,Quick,Heap,Merge,Radix
1.0,0.045606899991980754,0.018519200006267056,0.023879899992607534,0.010048099997220561,0.02348329999949783,0.05951849999837577,0.03496109999832697,0.023257100008777343
2.0,0.05774119999841787,0.022734800004400313,0.028491599994595163,0.011840499995741993,0.02197349999914877,0.07199630000104662,0.03936660000181291,0.023051399999530986
3.0,0.05664570000953972,0.02356539999891538,0.02801180000824388,0.011440499991294928,0.019964999999501742,0.058664199998020194,0.03454819999751635,0.01948899999842979
4.0,0.05351410000002943,0.022122000009403564,0.023949800000991672,0.010050700002466328,0.024988399993162602,0.07379969999601599,0.0420451999962097,0.02378869999665767
5.0,0.05706179999106098,0.022361399998771958,0.02908449999813456,0.011795599988545291,0.026224100001854822,0.0778367999882903,0.03904050000710413,0.02443700000003446
